,X,Y,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTINGYEAR,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,METEREDAREAS_ENERGY,METEREDAREAS_WATER,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LASTUPDATE,OBJECTID
7929,-8573091.51990652,4706914.55782308,PM1454748,0569 0865,1454748.0,Gewirz Residence Building,3612277.0,Georgetown Law,2017,In Compliance,0120 F ST NW,Georgetown University,6.0,120 F St.,WASHINGTON,DC,20001,1992.0,Residence Hall/Dormitory,Residence Hall/Dormitory,242228,225264.0,67.0,48.1,49.5,121.5,122.2,1017.9,4.5,,5878.6,Whole Building,,32021.30069,0.0,38.8968952485,-77.0133891575,-4241.0,398838.522190087,136560.734455934,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,2240089.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3576881
8193,-8581847.61368635,4709843.45864226,PM14808624,1374 0850,14808624.0,Merriweather Campus,14808624.0,Merriweather Campus,2021,In Compliance,2100 FOXHALL RD NW,George Washington University,3.0,2100 Foxhall Road,WASHINGTON,DC,20007,1946.0,College/University,College/University,271712,174537.0,,74.9,77.6,145.6,147.1,959.8,5.5,,5585.6,Whole Property,,63957.7220494,0.0,38.91736936,-77.09204646,224574.0,392017.479828665,138837.467106648,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,1957288.8,1498802.6,1237119.9,682858.1,269332.0,142667.5,79032.8,117162.2,99403.5,191825.7,326265.7,671818.0,1079484.2,495236.9,459838.6,485872.6,438600.1,406462.1,532092.7,677371.1,705989.0,780533.7,686233.4,472185.0,537855.0,2024/06/01 04:00:00+00,3577145
8194,-8581635.64788039,4709973.08646748,PM14808624,1374 0850,14808624.0,Merriweather Campus,14808624.0,Merriweather Campus,2022,In Compliance,2100 FOXHALL ROAD NW,George Washington University,3.0,2100 Foxhall Road,WASHINGTON,DC,20007,1946.0,College/University,College/University,271712,174537.0,,137.6,141.5,214.6,218.6,1513.4,8.7,,9725.1,Whole Property,,170314.4,0.0,38.91827537,-77.09014234,224574.0,392182.709568384,138937.876976674,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,2047913.0,1461212.7,1060183.4,2472368.4,9393850.0,189923.7,68757.7,78457.2,87011.4,161138.6,329179.6,637807.7,1091545.7,559462.4,546115.0,536400.4,490016.3,450205.4,478365.9,716068.6,788911.6,780036.2,593947.6,505603.5,542347.2,2024/06/01 04:00:00+00,3577146
8195,-8581734.81019739,4709819.71552233,PM14808624,1374 0850,14808624.0,Merriweather Campus,14808624.0,Merriweather Campus,2023,In Compliance,2100 FOXHALL RD NW,George Washington University,3.0,2100 Foxhall Road,WASHINGTON,DC,20007,1946.0,College/University,Mixed Use Property,271712,174112.0,,70.7,75.4,140.6,145.6,896.7,5.2,,9968.2,Whole Property,,57069.3,0.0,38.91720341,-77.09103313,224574.0,392105.340171669,138818.957157037,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,1935860.4,1186390.8,939853.2,854260.2,264247.7,180231.6,117173.3,110428.1,90936.7,137506.9,267020.1,591148.7,967731.6,554901.3,526595.8,519620.2,486145.7,485512.6,506974.5,589532.2,640408.2,704135.8,590064.4,496575.7,504690.0,2024/06/01 04:00:00+00,3577147
8470,-8573038.21129539,4707048.03792957,PM1491224,0567 0062,1491224.0,McDonough Hall,,,2012,In Compliance,101 F ST,Georgetown University,6.0,"600 New Jersey Avenue, NW",WASHINGTON,DC,,1978.0,College/University (Campus-Level),College/University (Campus-Level),285258,339174.0,,75.1,73.1,210.9,198.6,3085.16,0.0,,0.0,No Selection Made,,58799.0,0.0,38.897828453,-77.012910278,300811.0,398880.078500007,136664.321602361,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5737848.001172333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/23 04:00:00+00,3577422
8471,-8573038.21129539,4707048.03792957,PM1491224,0567 0062,1491224.0,McDonough Hall,3612277.0,Georgetown Law,2013,In Compliance,101 F ST,Georgetown University,6.0,"600 New Jersey Avenue, NW",WASHINGTON,DC,20001,1978.0,College/University,College/University,285258,339174.0,,81.9,82.5,203.9,204.6,3020.2,8.9,,4778.6,Whole Building,,86370.998661,0.0,38.897828453,-77.012910278,300811.0,398880.078500016,136664.32160236,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5608015.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/23 04:00:00+00,3577423
8472,-8573038.21129539,4707048.03792957,PM1491224,0567 0062,1491224.0,McDonough Hall,3612277.0,Georgetown Law,2014,In Compliance,101 F ST,Georgetown University,6.0,"600 New Jersey Avenue, NW",WASHINGTON,DC,20001,1978.0,College/University,College/University,285258,339174.0,,79.7,78.6,195.9,194.5,2906.5,8.6,,3701.4,Whole Building,,87938.802089,0.0,38.897828453,-77.0129102781,300811.0,398880.078496008,136664.321605358,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5340846.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/23 04:00:00+00,3577424
8473,-8572981.89145837,4707049.74725371,PM1491224,0567 0062,1491224.0,McDonough Hall,3612277.0,Georgetown Law,2016,In Compliance,101 F ST NW,Georgetown University,6.0,"600 New Jersey Avenue, NW",WASHINGTON,DC,20001,1978.0,College/University,College/University,285258,339174.0,,73.8,75.1,189.4,188.9,2447.8,7.2,,4002.8,Whole Building,,68964.700257,0.0,38.8978404037,-77.0124043489,300811.0,398923.966264108,136665.642140337,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5319682.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/23 04:00:00+00,3577425
8474,-8572981.89145837,4707049.74725371,PM1491224,0567 0062,1491224.0,McDonough Hall,3612277.0,Georgetown Law,2017,In Compliance,101 F ST NW,Georgetown University,6.0,"600 New Jersey Avenue, NW",WASHINGTON,DC,20001,1978.0,College/University,College/University,285258,339174.0,,72.1,74.1,191.4,191.1,2384.3,7.0,,6544.7,Whole Building,,57077.298773,0.0,38.8978404037,-77.0124043489,300811.0,398923.966264108,136665.642140337,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5498380.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/23 04:00:00+00,3577426
8563,-8573051.11771106,4707162.7983399,PM1502748,0565 0020,1502748.0,Edward Bennett Williams Library,3612277.0,Georgetown Law,2013,In Compliance,0111 G ST NW,Georgetown University,6.0,111 G Street,WASHINGTON,DC,20001,1987.0,College/University,College/University,148385,150176.0,,68.9,68.9,216.2,216.2,1384.3,9.2,,1273.2,Whole Building,,0.0,0.0,38.8986307717,-77.0130262183,238365.0,398870.03380001,136753.386802355,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3030791.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577515
8564,-8573051.11771106,4707162.7983399,PM1502748,0565 0020,1502748.0,Edward Bennett Williams Library,3612277.0,Georgetown Law,2014,In Compliance,0111 G ST NW,Georgetown University,6.0,111 G Street,WASHINGTON,DC,20001,1987.0,College/University,College/University,148385,150176.0,,66.6,66.6,209.2,209.2,1339.1,8.9,,1745.2,Whole Building,,0.0,0.0,38.8986307716,-77.0130262183,238365.0,398870.033797009,136753.386797359,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,2931744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577516
8565,-8573054.20185313,4707178.21861045,PM1502748,0565 0020,1502748.0,Edward Bennett Williams Library,3612277.0,Georgetown Law,2015,In Compliance,111 G ST NW,Georgetown University,6.0,111 G Street,Washington,DC,20001,1987.0,College/University,College/University,148385,150176.0,,64.6,64.6,202.9,202.9,1299.3,8.7,,1728.7,Whole Building,,0.0,0.0,38.8987385779,-77.0130539237,238365.0,398867.632191343,136765.354498141,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,2844754.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577517
8566,-8573054.20185313,4707178.21861045,PM1502748,0565 0020,1502748.0,Edward Bennett Williams Library,3612277.0,Georgetown Law,2016,In Compliance,111 G ST NW,Georgetown University,6.0,111 G Street,WASHINGTON,DC,20001,1987.0,College/University,College/University,148385,150176.0,,68.5,68.5,215.0,215.0,1179.1,7.9,,1864.1,Whole Building,,0.0,0.0,38.8987385779,-77.0130539237,238365.0,398867.632191343,136765.354498141,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3013282.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577518
8567,-8573054.20185313,4707178.21861045,PM1502748,0565 0020,1502748.0,Edward Bennett Williams Library,3612277.0,Georgetown Law,2017,In Compliance,111 G ST NW,Georgetown University,6.0,111 G Street,WASHINGTON,DC,20001,1987.0,College/University,College/University,148385,150176.0,,68.2,68.2,214.1,214.1,1135.9,7.6,,1887.3,Whole Building,,0.0,0.0,38.8987385779,-77.0130539237,238365.0,398867.632191343,136765.354498141,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3000956.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577519
8798,-8573025.48038838,4706913.44492775,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,,,2012,In Compliance,550 1ST ST,Georgetown University,6.0,550 1st Street NW,WASHINGTON,DC,,2004.0,College/University (Campus-Level),College/University (Campus-Level),229266,194140.0,,103.6,108.8,265.9,271.3,2247.99,0.0,,0.0,No Selection Made,,67807.0,0.0,38.8968874682,-77.0127959145,291431.0,398889.984500005,136559.863402359,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577750
8799,-8573025.48038838,4706913.44492775,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2013,In Compliance,550 1ST ST,Georgetown University,6.0,550 1st Street NW,WASHINGTON,DC,20001,2004.0,College/University,College/University,229266,194140.0,,105.1,105.6,256.7,257.2,2181.7,11.2,,4433.0,Whole Building,,68183.80148,0.0,38.8968874682,-77.0127959145,291431.0,398889.984500005,136559.863402356,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3983639.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577751
8800,-8573025.48038838,4706913.44492775,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2014,In Compliance,550 1ST ST,Georgetown University,6.0,550 1st Street NW,WASHINGTON,DC,20001,2004.0,College/University,College/University,229266,194140.0,,98.3,97.3,230.3,229.3,1967.1,10.1,,3435.8,Whole Building,,72606.90211,0.0,38.8968874682,-77.0127959144,291431.0,398889.984501014,136559.863401357,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3462439.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577752
8801,-8572991.61856677,4706916.22132158,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2015,In Compliance,550 1ST ST NW,Georgetown University,6.0,550 1st Street NW,Washington,DC,20001,2004.0,College/University,College/University,229266,194140.0,,96.0,96.5,229.3,227.7,1953.9,10.1,,5861.7,Whole Building,,67119.40225,0.0,38.8969068786,-77.0124917286,291431.0,398916.372205798,136562.014457948,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3497399.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577753
8802,-8572991.61856677,4706916.22132158,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2016,In Compliance,550 1ST ST NW,Georgetown University,6.0,550 1st Street NW,WASHINGTON,DC,20001,2004.0,College/University,College/University,229266,194140.0,,95.9,96.8,225.0,223.7,1699.4,8.8,,6852.9,Whole Building,,70619.49353,0.0,38.8969068786,-77.0124917286,291431.0,398916.372205798,136562.014457948,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3384399.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577754
8803,-8572991.61856677,4706916.22132158,PM1532643,0569 0864,1532643.0,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2017,In Compliance,550 1ST ST NW,Georgetown University,6.0,550 1st Street NW,WASHINGTON,DC,20001,2004.0,College/University,College/University,229266,194140.0,,91.9,95.4,217.2,218.8,1595.8,8.2,,5143.6,Whole Building,,66138.99912,0.0,38.8969068786,-77.0124917286,291431.0,398916.372205798,136562.014457948,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,3287999.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3577755
9751,-8581561.0959567,4712638.72497331,PM1946550,1600 0001,1946550.0,Nebraska Hall,,,2013,Incomplete Report,4400 MASSACHUSETTS AV NW,American University,3.0,4400 Massachusetts Ave,WASHINGTON,DC,20016,1980.0,Residence Hall/Dormitory,Residence Hall/Dormitory,1452667,70358.0,92.0,40.3,0.0,80.8,0.0,245.8,3.5,,2147.0,Whole Building,,15413.999,0.0,38.9369038057,-77.0894726274,223994.0,392242.814900093,141005.735002384,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,379576.71234288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3578703
9752,-8581561.0959567,4712638.72497331,PM1946550,1600 0001,1946550.0,Nebraska Hall,,,2014,In Compliance,4400 MASSACHUSETTS AV NW,American University,3.0,4400 Massachusetts Ave,WASHINGTON,DC,20016,1980.0,Residence Hall/Dormitory,Residence Hall/Dormitory,1452667,106453.0,84.0,46.2,46.3,105.7,105.7,496.5,4.7,,1602.4,Whole Building,,20087.298202,0.0,38.9369038058,-77.0894726274,223994.0,392242.814900098,141005.735007389,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,853398.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3578704
9753,-8581275.89043163,4712951.49211595,PM1946550,1600 0001,1946550.0,Nebraska Hall,,,2015,In Compliance,4400 MASSACHUSETTS AV NW,American University,3.0,4400 Massachusetts Ave,Washington,DC,20016,1968.0,Residence Hall/Dormitory,Residence Hall/Dormitory,242889,106453.0,68.0,87.9,87.9,144.2,144.2,710.4,6.7,,1609.2,Whole Building,,67059.70182,0.0,38.9390892139,-77.0869105829,223994.0,392465.172428693,141248.119834667,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,775580.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3578705
9754,-8581275.89043163,4712951.49211595,PM1946550,1600 0001,1946550.0,Nebraska Hall,,,2016,In Compliance,4400 MASSACHUSETTS AV NW,American University,3.0,3700 Nebraska Ave NW,WASHINGTON,DC,20016,1980.0,Residence Hall/Dormitory,Residence Hall/Dormitory,1452667,106453.0,40.0,142.1,140.7,201.9,200.5,986.4,9.3,,3024.2,Whole Building,,80347.19921,0.0,38.9390892139,-77.0869105829,268250.0,392465.172428693,141248.119834667,2024/10/08 01:01:27+00,2756454.7,1704578.1,0.0,0.0,769713.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3578706
9755,-8581275.89043163,4712951.49211595,PM1946550,1600 0001,1946550.0,Nebraska Hall,,,2017,Data Under Review by DOEE,4400 MASSACHUSETTS AV NW,American University,3.0,3700 Nebraska Ave NW,WASHINGTON,DC,20016,1980.0,Residence Hall/Dormitory,Residence Hall/Dormitory,1452667,106453.0,74.0,69.0,68.4,125.8,125.6,567.6,5.3,,3847.4,Whole Building,,0.0,0.0,38.9390892139,-77.0869105829,268250.0,392465.172428693,141248.119834667,2024/10/08 01:01:27+00,2737105.0,1961390.0,0.0,0.0,774370.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3578707
10028,-8576681.12291438,4707344.57787475,PM19930678,0101 0063,19930678.0,2013 H Street NW,,,2022,In Compliance,2013 H STREET NW,George Washington University,2.0,2013 H Street NW,WASHINGTON,DC,20006,2011.0,College/University,College/University,39783,33645.0,,84.3,84.3,236.0,236.0,247.1,7.3,,348.7,Whole Property,,3.1,0.0,38.89990162,-77.0456351,240949.0,396041.429764544,136895.369962329,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,831109.9,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321417.3,221002.1,242961.7,219268.8,209735.6,232606.3,212144.5,197769.8,304940.7,227423.4,193204.5,253272.8,2024/09/20 04:00:00+00,3578980
10029,-8576681.12291438,4707344.57787475,PM19930678,0101 0063,19930678.0,2013 H Street NW,,,2023,In Compliance,2013 H ST NW,George Washington University,2.0,2013 H Street NW,WASHINGTON,DC,20006,2011.0,College/University,College/University,39783,33266.0,,75.5,75.5,211.3,211.3,225.6,6.8,,460.9,Whole Property,,15.5,0.0,38.89990162,-77.0456351,240949.0,396041.429764544,136895.369962329,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,735637.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,100.0,720.0,0.0,210.0,276382.2,234032.5,227181.2,214505.6,182985.6,192982.7,196759.8,206784.3,191406.4,157214.7,190010.9,239751.0,2024/09/20 04:00:00+00,3578981
10883,-8576855.12646031,4707343.58369628,PM2265015,0077 0060,2265015.0,Marvin Center,,,2012,In Compliance,800 21ST STREET NW,George Washington University,2.0,"800 21st St, NW",WASHINGTON,DC,20052,1969.0,College/University (Campus-Level),College/University (Campus-Level),35010,236961.0,,139.3,139.9,323.3,308.4,4634.37,0.0,,0.0,No Selection Made,,200588.6,43840.07,38.89989467,-77.0471982,279938.0,395905.839861245,136894.667398728,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,7376323.941969519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579835
10884,-8576852.72622553,4707378.62504502,PM2265015,0077 0060,2265015.0,Marvin Center,3619266.0,Marvin Center Group,2013,In Compliance,0800 21ST ST NW,George Washington University,2.0,"800 21st St, NW",WASHINGTON,DC,20052,1970.0,College/University,College/University,396467,325060.0,,167.8,168.1,329.7,329.9,4817.4,14.8,,11018.9,Another configuration,,231717.23,7381068.0,38.9001396467,-77.0471766379,279938.0,395907.724300052,136921.860802359,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,7035479.18551728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579836
10885,-8576852.72622553,4707378.62504502,PM2265015,0077 0060,2265015.0,Marvin Center,3619266.0,Marvin Center Group,2014,In Compliance,0800 21ST ST NW,George Washington University,,"800 21st St, NW",WASHINGTON,DC,,1970.0,College/University,College/University,396467,325060.0,,130.7,130.2,277.0,275.1,4075.6,12.5,,9960.5,Another configuration,,179102.78916,2806929.1,38.9001396466,-77.0471766379,279938.0,395907.724298046,136921.860798353,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,6384285.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579837
10886,-8576885.41657641,4707315.32347308,PM2265015,0077 0060,2265015.0,Marvin Center,3619266.0,Marvin Center Group,2015,In Compliance,0800 21ST ST NW,George Washington University,2.0,"800 21st St, NW",,,,1970.0,College/University,College/University,396467,325060.0,,117.2,117.4,242.7,239.7,3541.5,10.9,,9387.3,Another configuration,,187958.978785,663642.0,38.8996971,-77.0474703,279938.0,395882.225419346,136872.747787259,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5460121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579838
10887,-8576885.41657641,4707315.32347308,PM2265015,0077 0060,2265015.0,Marvin Center,3619266.0,Marvin Center Group,2016,In Compliance,0800 21ST ST NW,George Washington University,2.0,"800 21st St, NW",WASHINGTON,DC,,1970.0,College/University,College/University,396467,325060.0,,117.6,117.9,251.8,249.0,3265.4,10.0,,7351.7,Another configuration,,180052.31641,281244.0,38.8996971,-77.0474703,279938.0,395882.225419346,136872.747787259,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5847862.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579839
10888,-8576855.10428332,4707343.63086871,PM2265015,0077 0061,2265015.0,Marvin Center,3619266.0,Marvin Center Group,2017,Data Under Review by DOEE,800 21ST STREET NW,George Washington University,2.0,"800 21st St, NW",WASHINGTON,DC,20052,2015.0,College/University,College/University,0,325060.0,,115.5,117.5,241.9,240.8,3079.2,9.5,,5894.0,Another configuration,,187791.57051,0.0,38.899895,-77.047198,279938.0,395905.857228982,136894.704022395,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,5499925.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/04/04 04:00:00+00,3579840
11163,-8576744.63609123,4707346.44885176,PM2292586,0101 0062,2292586.0,Media and Public Affairs,,,2013,In Compliance,805 21ST ST,George Washington University,2.0,"805 21st Street, NW",WASHINGTON,DC,20052,2001.0,College/University,College/University,112525,119470.0,,98.2,98.5,243.0,243.3,1210.7,10.1,,1861.6,Whole Building,,37293.499,0.0,38.8999147005,-77.046205648,240947.0,395991.938900048,136896.846902356,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,2343961.467612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3580115
